date,sigma,std_sigma,precip,LAI,rzsm,psi_rz,ssm,psi_s,B1,B4,B5
2015-04-18 14:06:00,-7.850708,4.548722,0.0,0.8,5.859999999999999,1309.8629097903968,3.9200000000000004,11675.10357110406,0.0357,0.059000000000000004,0.1771
2015-05-12 14:06:00,-6.5737104,3.826803,0.09898038994447857,0.8,5.859999999999999,1309.8629097903968,2.5799999999999996,113678.8834077905,0.0477,0.07050000000000001,0.1986
2015-08-16 14:06:00,-7.2336826,4.2076626,0.0,0.8,4.4,6227.472883512211,3.1,41861.594251278446,0.040971171171171175,0.06498288288288288,0.18254054054054053
2015-09-09 14:06:00,-9.229687,5.5656004,0.0,0.8,3.9,12004.590999758248,2.8,72831.82165755593,0.05545495495495495,0.08920810810810811,0.2045855855855856
2015-10-27 14:06:00,-8.739517,5.0715375,0.0,0.6000000000000001,3.9,12004.590999758248,1.7200000000000002,1032204.0857719157,0.013600000000000001,0.0322,0.1527
2015-11-20 14:06:00,-8.188934,4.7593207,0.0,0.6000000000000001,6.56,708.9089060508695,5.4,2043.6048737882727,0.013600000000000001,0.0322,0.1527
2016-02-24 14:06:00,-8.919298,5.1856456,0.0,,7.840000000000001,268.7833064202639,7.18,433.70765033009036,0.028679279279279282,0.04405945945945946,0.16191081081081082
2016-03-19 14:06:00,-9.512684,5.5044065,0.0,0.8,7.220000000000001,420.79411635931245,6.3,883.384191837879,0.028679279279279282,0.04405945945945946,0.16191081081081082
2016-05-30 14:06:00,-9.294006,5.3781657,0.0,1.1,6.88,547.0772738411442,4.36,6544.7229520838655,0.038,0.059500000000000004,0.1761
2016-08-10 14:06:00,-6.4693274,3.9055438,0.0,1.1,3.34,27900.702391896553,2.04,407933.50408400974,0.029,0.0534,0.17600000000000002
2016-09-03 14:06:00,-7.475089,4.4523325,0.0,0.8,3.2600000000000002,31834.724823245208,2.02,430397.4259940367,0.029723423423423424,0.05528288288288288,0.1897135135135135
2016-09-27 14:06:00,-8.853406,5.3450265,0.0,0.8,3.0799999999999996,43362.05583647722,1.3599999999999999,3704035.5870518177,0.0184,0.0443,0.1646
2016-10-21 14:06:00,-8.163702,4.7804523,0.0,0.8,6.76,602.0412272587562,1.8,806011.3440813613,0.023415315315315315,0.043279279279279284,0.18422522522522522
