date,sigma,std_sigma,precip,LAI,rzsm,psi_rz,ssm,psi_s,B1,B4,B5
2015-02-18 13:08:00,-12.758878,5.729348,0.0,0.1,13.36,5.548038882408105,15.419999999999998,2.349608452456523,0.6599,0.6874,0.7040000000000001
2015-03-02 13:08:00,-11.20276,5.01631,0.0,0.2,12.620000000000001,7.8057402860280085,11.84,11.440028555770905,0.6599,0.6874,0.7040000000000001
2015-03-26 13:08:00,-11.65649,5.3465667,0.0,0.2,13.440000000000001,5.353088546062004,14.419999999999998,3.5112795534159065,0.0584,0.13520000000000001,0.1953
2015-05-13 13:09:00,-10.626544,4.820383,0.0,0.5,13.8,4.569009043382914,21.279999999999994,0.3410734035681741,0.0555,0.1216,0.2087
2015-06-06 13:09:00,-9.106877,4.114097,0.019827451922145547,1.0,26.419999999999998,0.09329761294996342,19.919999999999998,0.5066411908432346,0.0484,0.07185,0.22990000000000002
2015-06-30 13:09:00,-11.288025,5.1033382,0.0,1.1,20.7,0.40248958252208594,12.959999999999999,6.656367131671364,0.0449,0.0898,0.2533
2015-07-24 13:09:00,-12.724034,5.849415,0.0,0.7000000000000001,17.1,1.2644527143884885,12.02,10.45118650172862,0.0511,0.11030000000000001,0.22560000000000002
2015-09-10 13:09:00,-15.851859,7.197803,0.0,0.30000000000000004,14.76,3.053682642058529,10.419999999999998,24.59600790797667,0.0485,0.12545,0.21905000000000002
2015-11-21 13:09:00,-12.87981,5.8082333,0.0,0.1,12.88,6.907954911551938,18.619999999999997,0.7591228611984695,0.043550000000000005,0.08755,0.13295
2015-12-15 13:09:00,-12.303688,5.5451427,0.0,0.0,12.4,8.673131184607378,17.080000000000002,1.2733499779523012,0.3886,0.4213,0.4091
2016-01-08 13:09:00,-10.334039,4.642046,0.0,0.0,12.0,10.5559870386737,10.78,20.066996106081493,0.1452,0.1821,0.2068
2016-02-25 13:08:00,-14.164612,6.4861293,0.0,0.1,12.220000000000002,9.467284107932787,17.48,1.108436762705974,0.05790000000000001,0.1221,0.1695
2016-04-13 13:09:00,-11.288475,5.063946,0.0,0.2,12.98,6.595151116752451,19.1,0.6517527038925817,0.0585,0.11815,0.17205
2016-05-31 13:09:00,-13.428524,6.219745,0.0,0.8,13.739999999999998,4.689863828591598,13.4,5.449546569999343,0.055600000000000004,0.0969,0.2031
2016-07-18 13:09:00,-14.145767,6.3686175,0.0,0.30000000000000004,14.419999999999998,3.5112795534159065,11.08,17.02380257806396,0.0606,0.1448,0.2335
2016-09-28 13:08:00,-14.312982,6.4476714,0.0,0.2,14.16,3.915714572730106,10.26,26.985488450413058,0.0615,0.10695,0.16610000000000003
2016-10-05 13:00:00,-18.596771,8.403705,0.0,0.30000000000000004,14.1,4.016616520004767,9.860000000000001,34.24583715473363,0.0374,0.069,0.10195000000000001
2016-10-22 13:08:00,-13.75574,6.2710533,0.0,0.1,13.24,5.856220176701032,9.719999999999999,37.30950456460376,0.055200000000000006,0.1052,0.1527
2016-10-29 13:00:00,-17.957933,8.045537,0.0,0.1,13.6,4.986660386039548,9.58,40.697811365669196,0.0614,0.1052,0.15345
2016-11-15 13:08:00,-14.7471,6.676915,0.0,0.1,13.320000000000002,5.648614670735519,9.220000000000002,51.19632133862126,0.0562,0.10300000000000001,0.14895
2016-11-22 13:00:00,-13.618352,6.2176948,0.0,0.1,13.080000000000002,6.298751268252617,9.12,54.65318072828518,0.0562,0.10300000000000001,0.14895
2016-12-09 13:08:00,-14.821042,6.7712746,0.0,0.1,12.4,8.673131184607378,8.2,103.35064031145153,0.054,0.10990000000000001,0.1524
2017-01-02 13:08:00,-15.642762,7.2742705,0.0,0.1,12.1,10.04394666989785,8.4,89.45580732524465,0.7872,0.7227,0.6593
2017-01-09 13:00:00,-14.915809,6.7875395,0.0,0.1,12.18,9.655103792167766,8.66,74.52263188953678,0.7872,0.7227,0.6593
2017-01-26 13:08:00,-12.217766,5.4810634,0.0,0.1,12.16,9.750642365435965,9.78,35.95890083186719,0.7872,0.7227,0.6593
2017-02-02 13:00:00,-15.597,7.0112157,0.0,0.1,12.020000000000001,10.451186501728612,11.76,11.914303052724268,0.06225,0.113,0.1547
2017-02-07 13:09:00,-13.155117,5.93013,0.0,0.1,11.8,11.674355797313808,11.879999999999999,11.211171372827877,0.06225,0.113,0.1547
2017-02-14 13:00:00,-19.862284,9.000347,0.0,0.1,12.220000000000002,9.467284107932787,15.02,2.750338796566834,0.06225,0.113,0.1547
2017-02-19 13:09:00,-12.904189,5.8957143,0.0,0.1,12.4,8.673131184607378,15.0,2.7723839283546345,0.06225,0.113,0.1547
2017-03-03 13:09:00,-13.5354,6.1635146,0.0,0.2,12.34,8.92888770722812,13.98,4.227667427892545,0.06225,0.113,0.1547
2017-03-10 13:00:00,-16.953405,7.5997424,0.0,0.2,12.62,7.805740286028019,14.419999999999998,3.5112795534159065,0.05445,0.11235,0.15575
2017-03-15 13:09:00,-12.709083,5.81513,0.0,0.2,12.12,9.945049063231838,15.48,2.2955680791162263,0.05445,0.11235,0.15575
2017-03-22 13:00:00,-18.658142,8.419317,0.0,0.2,13.0,6.534591035832567,15.419999999999998,2.349608452456523,0.05445,0.11235,0.15575
2017-03-27 13:09:00,-15.580158,7.0577273,0.0,0.2,13.0,6.534591035832567,14.679999999999998,3.15475670280835,0.0727,0.1456,0.2121
2017-04-03 13:00:00,-15.009708,6.7687497,0.0,0.2,12.8,7.170709181477862,16.88,1.3664612813263814,0.07375000000000001,0.121,0.16770000000000002
2017-04-08 13:09:00,-13.197997,5.9843516,0.0,0.2,13.0,6.534591035832567,16.619999999999997,1.4996475444728365,0.07375000000000001,0.121,0.16770000000000002
2017-04-15 13:00:00,-18.58899,8.421613,0.0,0.2,12.9,6.844032682870984,15.440000000000001,2.3314316824820778,0.0685,0.13770000000000002,0.194
2017-04-20 13:09:00,-14.154759,6.4053698,0.0,0.2,13.219999999999999,5.909504363291248,14.12,3.9826490688494247,0.0685,0.13770000000000002,0.194
2017-05-02 13:09:00,-9.943077,4.460615,0.0,0.2,13.039999999999997,6.415406700826375,19.8,0.5253192322197798,0.07680000000000001,0.13870000000000002,0.2003
2017-05-09 13:00:00,-11.415054,5.1419635,0.0,0.30000000000000004,13.34,5.598063215909088,22.560000000000002,0.2403567138909853,0.07680000000000001,0.1342,0.2131
2017-05-14 13:09:00,-12.47825,5.6242876,0.0,0.30000000000000004,13.52,5.166085089032259,20.38,0.4418702515540812,0.07680000000000001,0.1342,0.2131
2017-05-26 13:09:00,-9.344735,4.225473,0.0,0.5,26.0,0.10269961714112684,20.54,0.42164383498936375,0.0733,0.12560000000000002,0.22460000000000002
2017-06-02 13:00:00,-15.547147,6.999687,0.0,0.6000000000000001,26.1,0.10036444378669139,18.74,0.7304593666603881,0.0733,0.12560000000000002,0.22460000000000002
2017-06-07 13:09:00,-14.449445,6.5877795,0.0,0.9,25.4,0.11811944055676203,16.78,1.4159846790313881,0.0698,0.1064,0.2151
2017-06-19 13:09:00,-13.810364,6.18575,0.0,0.7000000000000001,22.84,0.22323344523154298,12.620000000000001,7.8057402860280085,0.07020000000000001,0.10915,0.23825000000000002
2017-06-26 13:01:00,-15.869037,7.122089,0.0,0.7000000000000001,20.12,0.47720513867383574,12.0,10.5559870386737,0.07020000000000001,0.10915,0.23825000000000002
2017-07-20 13:01:00,-12.644366,5.8102674,0.0,0.6000000000000001,16.7,1.4571156420638631,11.440000000000001,14.055804708132465,0.0688,0.11570000000000001,0.2386
2017-07-25 13:09:00,-12.155128,5.8198953,0.0,0.6000000000000001,16.2,1.7482027203580535,19.860000000000003,0.5158815821324414,0.0688,0.11570000000000001,0.2386
2017-08-06 13:09:00,-10.069991,4.6270375,0.0,0.8,16.3,1.6849177974610643,17.919999999999998,0.955041431580373,0.0688,0.11570000000000001,0.2386
2017-08-13 13:01:00,-11.587195,5.2280526,0.019827451922145547,0.9,15.9,1.9553787716150899,17.839999999999996,0.9809905201233284,0.0621,0.1038,0.2253
2017-08-18 13:09:00,-11.881536,5.3624964,0.0,0.7000000000000001,16.380000000000003,1.636209209063398,14.219999999999999,3.8177580800019006,0.0621,0.1038,0.2253
2017-08-30 13:09:00,-12.752724,5.792887,0.0,0.6000000000000001,16.0,1.8832875425860738,11.4,14.353901660682268,0.0646,0.0993,0.20865
2017-09-06 13:01:00,-15.5047,7.0478344,0.0,0.5,15.34,2.4239887044287274,11.040000000000001,17.39672480000161,0.060000000000000005,0.11810000000000001,0.2222
2017-09-18 13:01:00,-15.1214,6.804407,0.0,0.4,14.940000000000001,2.83976701532021,10.400000000000002,24.880774113497264,0.0601,0.12140000000000001,0.21480000000000002
2017-09-23 13:09:00,-14.249191,6.5241613,0.0,0.4,14.9,2.885751285291385,10.239999999999998,27.302824981640256,0.0601,0.12140000000000001,0.21480000000000002
2017-10-05 13:09:00,-10.447811,4.747615,0.0,0.5,14.64,3.206755027233905,20.660000000000004,0.40718123262732053,0.0551,0.10690000000000001,0.1952
